COUNTYNAME,RealPlantArea,HarvestArea,UnitYield,Yield,Crop,Year,Season
彰化縣,13542.99,13539.43,3963,53652714,Rice,2007,second
南投縣,2105.59,2105.59,4127,8690560,Rice,2007,second
雲林縣,12229.97,12219.64,3617,44198438,Rice,2007,second
嘉義縣,13940.38,13937.42,4010,55890728,Rice,2007,second
台南市,8356.96,8340.31,4126,34412553,Rice,2007,second
高雄市,754.50,754.50,3224,2432743,Rice,2007,second
屏東縣,1386.38,1386.38,3273,4537622,Rice,2007,second
台東縣,5897.28,5896.36,3675,21669302,Rice,2007,second
花蓮縣,6477.68,6476.10,4194,27161531,Rice,2007,second
新竹市,640.27,640.27,4948,3168056,Rice,2007,second
嘉義市,448.96,448.96,4057,1821512,Rice,2007,second
台北市,265.82,265.82,2932,779384,Rice,2007,second
新北市,199.89,199.89,5413,1082076,Rice,2008,first
宜蘭縣,8322.68,8322.68,6533,54370689,Rice,2008,first
桃園市,6071.39,6071.39,5416,32882104,Rice,2008,first
新竹縣,3550.05,3550.05,6009,21333180,Rice,2008,first
苗栗縣,6058.38,6058.38,5985,36259227,Rice,2008,first
台中市,14962.74,14961.86,6307,94366890,Rice,2008,first
彰化縣,15951.09,15940.54,7043,112270452,Rice,2008,first
南投縣,2317.35,2317.35,6779,15709169,Rice,2008,first
雲林縣,23936.14,23936.14,7399,177098063,Rice,2008,first
嘉義縣,15091.05,15091.05,7098,107119331,Rice,2008,first
台南市,10230.40,10230.40,7377,75466819,Rice,2008,first
高雄市,3603.55,3603.55,7214,25997650,Rice,2008,first
屏東縣,4335.77,4335.77,7284,31581738,Rice,2008,first
台東縣,6061.41,6061.41,5754,34877557,Rice,2008,first
花蓮縣,6926.79,6926.79,5873,40682520,Rice,2008,first
新竹市,645.04,645.04,6191,3993443,Rice,2008,first
嘉義市,470.47,470.47,7267,3419093,Rice,2008,first
台北市,250.00,250.00,5485,1371250,Rice,2008,first
新北市,12.40,9.60,3452,33135,Rice,2008,second
桃園市,3866.02,3866.02,3721,14385826,Rice,2008,second
新竹縣,3033.30,3033.30,4155,12603737,Rice,2008,second
苗栗縣,5050.85,5050.60,3741,18894909,Rice,2008,second
台中市,13793.13,13787.05,3473,47882319,Rice,2008,second
彰化縣,13609.24,13606.60,4592,62478845,Rice,2008,second
南投縣,2206.34,2206.34,4913,10839057,Rice,2008,second
雲林縣,12672.66,12672.66,4456,56474768,Rice,2008,second
嘉義縣,14127.71,14127.71,4324,61082266,Rice,2008,second
台南市,8513.99,8513.99,4278,36425302,Rice,2008,second
高雄市,784.69,784.69,4087,3207248,Rice,2008,second
屏東縣,1231.27,1231.27,4041,4975801,Rice,2008,second
台東縣,6064.52,6064.52,5160,31290630,Rice,2008,second
花蓮縣,6627.16,6627.16,5276,34967013,Rice,2008,second
新竹市,583.55,583.55,4018,2344704,Rice,2008,second
嘉義市,433.85,433.85,4071,1766103,Rice,2008,second
台北市,259.44,259.44,3139,814266,Rice,2008,second
新北市,200.95,200.95,5440,1093070,Rice,2009,first
宜蘭縣,8253.11,8253.11,6547,54035785,Rice,2009,first
桃園市,6760.29,6759.47,5757,38914622,Rice,2009,first
新竹縣,3738.42,3738.42,6624,24763316,Rice,2009,first
苗栗縣,6132.86,6132.86,6511,39929059,Rice,2009,first
台中市,14312.53,14311.10,7427,106295042,Rice,2009,first
彰化縣,16536.14,16535.73,7760,128310531,Rice,2009,first
南投縣,2313.72,2313.72,7134,16506497,Rice,2009,first
雲林縣,24307.65,24307.65,7569,183990041,Rice,2009,first
嘉義縣,15726.44,15726.44,6949,109277644,Rice,2009,first
台南市,11055.24,11055.24,7015,77557888,Rice,2009,first
高雄市,3722.78,3722.78,6898,25679663,Rice,2009,first
屏東縣,4801.99,4801.99,7189,34520516,Rice,2009,first
台東縣,6372.64,6291.02,5383,33863483,Rice,2009,first
花蓮縣,7026.38,6715.36,4463,29968080,Rice,2009,first
新竹市,682.78,682.78,5780,3946468,Rice,2009,first
嘉義市,492.88,492.88,6956,3428505,Rice,2009,first
台北市,260.22,260.22,5741,1493923,Rice,2009,first
新北市,15.28,15.28,3843,58721,Rice,2009,second
桃園市,4127.10,4127.10,4175,17231690,Rice,2009,second
新竹縣,3152.87,3152.87,4951,15610169,Rice,2009,second
苗栗縣,4872.95,4872.95,4917,23959693,Rice,2009,second
台中市,13281.09,13279.83,5201,69068204,Rice,2009,second
彰化縣,14129.45,14129.17,5254,74229409,Rice,2009,second
南投縣,2211.04,2211.04,5665,12525619,Rice,2009,second
雲林縣,12748.43,12748.43,5716,72874130,Rice,2009,second
嘉義縣,13913.53,13913.53,5134,71430048,Rice,2009,second
台南市,8489.52,8489.52,4933,41880580,Rice,2009,second
高雄市,609.75,518.75,3554,1843844,Rice,2009,second
屏東縣,1248.71,1118.71,3774,4221456,Rice,2009,second
台東縣,6089.03,5898.67,4930,29078279,Rice,2009,second
花蓮縣,6863.82,6863.82,5071,34807695,Rice,2009,second
新竹市,608.89,608.89,4413,2687032,Rice,2009,second
嘉義市,416.59,416.59,5152,2146272,Rice,2009,second
台北市,245.19,245.19,3371,826617,Rice,2009,second
新北市,182.99,182.99,5413,990544,Rice,2010,first
宜蘭縣,8380.64,8380.64,6564,55012495,Rice,2010,first
桃園市,6763.78,6763.66,5422,36671141,Rice,2010,first
新竹縣,3868.03,3868.03,5659,21890326,Rice,2010,first
苗栗縣,4872.45,4860.45,5988,29104822,Rice,2010,first
台中市,13941.73,13941.27,6786,94602726,Rice,2010,first
彰化縣,17020.18,17020.18,7537,128288612,Rice,2010,first
南投縣,2292.41,2292.41,7002,16051859,Rice,2010,first
雲林縣,25474.77,25474.47,7489,190769465,Rice,2010,first
嘉義縣,10899.43,10899.43,6778,73874614,Rice,2010,first
台南市,3853.35,3853.35,6858,26426417,Rice,2010,first
高雄市,3699.57,3699.57,6896,25513851,Rice,2010,first
屏東縣,5141.30,5141.30,7186,36944178,Rice,2010,first
台東縣,6175.42,6175.42,6412,39598722,Rice,2010,first
花蓮縣,7598.15,7598.15,5816,44188996,Rice,2010,first
新竹市,667.94,667.94,4367,2916894,Rice,2010,first
嘉義市,495.94,495.94,6974,3458735,Rice,2010,first
台北市,254.78,254.78,5459,1390952,Rice,2010,first
新北市,13.46,13.46,3696,49751,Rice,2010,second
宜蘭縣,6.00,6.00,2000,12000,Rice,2010,second
桃園市,4218.40,4218.40,3736,15760019,Rice,2010,second
新竹縣,3245.11,3245.11,4661,15126807,Rice,2010,second
苗栗縣,4579.86,4579.86,4772,21854386,Rice,2010,second
台中市,13243.80,13238.59,4355,57660581,Rice,2010,second
彰化縣,14897.60,14897.29,4968,74006715,Rice,2010,second
南投縣,2371.98,2371.98,5073,12034135,Rice,2010,second
雲林縣,12364.72,12364.72,4993,61737756,Rice,2010,second
嘉義縣,13426.71,13426.71,4868,65358222,Rice,2010,second
台南市,8442.03,8442.03,5355,45206969,Rice,2010,second
高雄市,595.15,595.15,3590,2136538,Rice,2010,second
屏東縣,1202.56,1202.56,3743,4501181,Rice,2010,second
台東縣,6031.46,6031.46,5032,30352408,Rice,2010,second
花蓮縣,7433.70,7433.70,4452,33096485,Rice,2010,second
新竹市,591.25,591.25,4782,2827358,Rice,2010,second
嘉義市,413.11,413.11,5060,2090440,Rice,2010,second
台北市,250.57,250.57,2652,664443,Rice,2010,second
新北市,39.90,39.90,4030,160799.0,Maize,2011,first
宜蘭縣,18.27,18.27,4560,83308.0,Maize,2011,first
桃園市,15.50,15.50,5477,84889.0,Maize,2011,first
新竹縣,80.09,80.09,7246,580338.0,Maize,2011,first
苗栗縣,94.82,94.82,8351,791803.0,Maize,2011,first
台中市,60.36,60.36,6165,372100.0,Maize,2011,first
彰化縣,76.70,76.70,7338,562854.0,Maize,2011,first
南投縣,87.13,87.13,8073,703428.0,Maize,2011,first
雲林縣,1639.24,1639.24,9543,15643621.0,Maize,2011,first
嘉義縣,444.16,444.16,6580,2922687.0,Maize,2011,first
台南市,268.93,268.93,7987,2148053.0,Maize,2011,first
高雄市,169.56,169.56,6000,1017369.0,Maize,2011,first
屏東縣,304.69,304.69,6386,1945623.0,Maize,2011,first
台東縣,52.46,52.46,5779,303166.0,Maize,2011,first
花蓮縣,146.50,145.90,4743,691933.0,Maize,2011,first
澎湖縣,40.67,40.67,7111,289189.0,Maize,2011,first
基隆市,0.01,0.01,3500,35.0,Maize,2011,first
新竹市,12.41,12.41,5345,66330.0,Maize,2011,first
嘉義市,5.75,5.75,6500,37375.0,Maize,2011,first
台北市,2.81,2.81,4500,12645.0,Maize,2011,first
金門縣,1.18,1.18,7281,8591.0,Maize,2011,first
新北市,17.39,17.39,3847,66891.0,Maize,2011,second
宜蘭縣,0.65,0.65,4237,2754.0,Maize,2011,second
桃園市,8.19,8.19,4583,37531.0,Maize,2011,second
新竹縣,10.64,10.64,7444,79207.0,Maize,2011,second
苗栗縣,86.31,86.31,8075,696981.0,Maize,2011,second
台中市,55.42,55.42,6066,336204.0,Maize,2011,second
彰化縣,64.62,64.62,6874,444181.0,Maize,2011,second
南投縣,60.15,60.15,8032,483101.0,Maize,2011,second
雲林縣,1669.67,1669.67,8033,13412849.0,Maize,2011,second
嘉義縣,326.97,326.97,6166,2016148.0,Maize,2011,second
台南市,161.49,160.62,6906,1109235.0,Maize,2011,second
高雄市,178.99,178.99,5960,1066735.0,Maize,2011,second
屏東縣,159.83,159.83,5144,822134.0,Maize,2011,second
台東縣,52.15,52.15,5673,295839.0,Maize,2011,second
花蓮縣,113.47,113.47,4605,522505.0,Maize,2011,second
澎湖縣,0.04,0.04,7800,312.0,Maize,2011,second
新竹市,6.70,6.70,4832,32375.0,Maize,2011,second
嘉義市,4.90,4.90,6436,31534.0,Maize,2011,second
台北市,1.15,1.15,4000,4600.0,Maize,2011,second
金門縣,0.29,0.29,5831,1691.0,Maize,2011,second
新北市,59.91,59.91,3968,237729.0,Maize,2011,whole
宜蘭縣,22.80,22.80,4422,100811.0,Maize,2011,whole
桃園市,26.25,26.25,5241,137570.0,Maize,2011,whole
新竹縣,102.00,102.00,7219,736295.0,Maize,2011,whole
苗栗縣,206.94,206.94,8189,1694637.0,Maize,2011,whole
台中市,172.61,172.61,6125,1057314.0,Maize,2011,whole
彰化縣,311.15,311.15,7289,2267885.0,Maize,2011,whole
南投縣,229.17,229.17,7976,1827777.0,Maize,2011,whole
雲林縣,5201.16,5201.16,8816,45855271.0,Maize,2011,whole
嘉義縣,1496.02,1496.02,6271,9381659.0,Maize,2011,whole
台南市,1527.26,1526.39,8170,12470073.0,Maize,2011,whole
高雄市,732.79,732.79,6056,4437622.0,Maize,2011,whole
屏東縣,752.02,751.97,6207,4667793.0,Maize,2011,whole
台東縣,168.03,168.03,5718,960822.0,Maize,2011,whole
花蓮縣,377.31,376.41,4734,1781742.0,Maize,2011,whole
澎湖縣,40.81,40.81,7112,290251.0,Maize,2011,whole
基隆市,0.01,0.01,3500,35.0,Maize,2011,whole
新竹市,21.31,21.31,5105,108795.0,Maize,2011,whole
嘉義市,14.60,14.60,6332,92449.0,Maize,2011,whole
台北市,3.96,3.96,4355,17245.0,Maize,2011,whole
金門縣,1.63,1.63,7123,11611.0,Maize,2011,whole
新北市,2.62,2.62,3832,10039.0,Maize,2011,winter
宜蘭縣,3.88,3.88,3801,14749.0,Maize,2011,winter
桃園市,2.56,2.56,5918,15150.0,Maize,2011,winter
新竹縣,11.27,11.27,6810,76750.0,Maize,2011,winter
苗栗縣,25.81,25.81,7976,205853.0,Maize,2011,winter
台中市,56.83,56.83,6141,349010.0,Maize,2011,winter
彰化縣,169.83,169.83,7424,1260850.0,Maize,2011,winter
南投縣,81.89,81.89,7831,641248.0,Maize,2011,winter
雲林縣,1892.25,1892.25,8878,16798801.0,Maize,2011,winter
嘉義縣,724.89,724.89,6129,4442824.0,Maize,2011,winter
台南市,1096.84,1096.84,8399,9212785.0,Maize,2011,winter
高雄市,384.24,384.24,6125,2353518.0,Maize,2011,winter
屏東縣,287.50,287.45,6610,1900036.0,Maize,2011,winter
台東縣,63.42,63.42,5705,361817.0,Maize,2011,winter
花蓮縣,117.34,117.04,4847,567304.0,Maize,2011,winter
澎湖縣,0.10,0.10,7500,750.0,Maize,2011,winter
新竹市,2.20,2.20,4586,10090.0,Maize,2011,winter
嘉義市,3.95,3.95,5959,23540.0,Maize,2011,winter
金門縣,0.16,0.16,8306,1329.0,Maize,2011,winter
新北市,45.60,45.55,3995,181971.0,Maize,2012,first
宜蘭縣,24.08,24.08,4630,111486.0,Maize,2012,first
桃園市,14.02,14.02,5187,72716.0,Maize,2012,first
新竹縣,54.22,54.22,6977,378317.0,Maize,2012,first
苗栗縣,137.17,137.17,7472,1024952.0,Maize,2012,first
台中市,89.47,89.47,5976,534714.0,Maize,2012,first
彰化縣,90.77,90.77,7201,653644.0,Maize,2012,first
南投縣,79.71,79.31,7404,587236.0,Maize,2012,first
雲林縣,1618.57,1618.57,8991,14552810.0,Maize,2012,first
嘉義縣,285.06,285.06,6100,1738823.0,Maize,2012,first
台南市,228.53,228.53,8137,1859629.0,Maize,2012,first
高雄市,158.41,158.41,5812,920612.0,Maize,2012,first
屏東縣,274.74,274.74,6541,1797186.0,Maize,2012,first
台東縣,85.88,85.88,5253,451157.0,Maize,2012,first
花蓮縣,131.40,131.40,4751,624221.0,Maize,2012,first
澎湖縣,41.08,40.98,7180,294250.0,Maize,2012,first
基隆市,0.32,0.32,3531,1130.0,Maize,2012,first
新竹市,10.98,10.88,5371,58441.0,Maize,2012,first
嘉義市,6.40,6.40,6501,41608.0,Maize,2012,first
台北市,2.75,2.75,4300,11825.0,Maize,2012,first
金門縣,1.00,1.00,5870,5870.0,Maize,2012,first
新北市,20.42,20.42,3918,80015.0,Maize,2012,second
宜蘭縣,0.48,0.48,4719,2265.0,Maize,2012,second
桃園市,6.15,6.15,4946,30420.0,Maize,2012,second
新竹縣,19.77,19.77,8416,166385.0,Maize,2012,second
苗栗縣,38.22,38.22,6467,247157.0,Maize,2012,second
台中市,74.79,74.79,5960,445765.0,Maize,2012,second
彰化縣,51.85,51.85,7075,366829.0,Maize,2012,second
南投縣,67.17,67.17,7546,506872.0,Maize,2012,second
雲林縣,1647.54,1647.54,8271,13626806.0,Maize,2012,second
嘉義縣,226.61,226.61,6232,1412126.0,Maize,2012,second
台南市,139.21,139.21,7850,1092737.0,Maize,2012,second
高雄市,150.74,150.74,5934,894526.0,Maize,2012,second
屏東縣,74.82,74.82,5003,374341.0,Maize,2012,second
台東縣,57.26,57.26,5568,318802.0,Maize,2012,second
花蓮縣,93.08,93.08,4719,439246.0,Maize,2012,second
基隆市,0.23,0.23,10000,2300.0,Maize,2012,second
新竹市,4.01,4.01,4639,18602.0,Maize,2012,second
嘉義市,6.00,6.00,6500,39000.0,Maize,2012,second
台北市,1.15,1.15,4100,4715.0,Maize,2012,second
金門縣,0.27,0.27,7281,1966.0,Maize,2012,second
新北市,68.14,68.09,3963,269813.0,Maize,2012,whole
宜蘭縣,28.12,28.12,4620,129919.0,Maize,2012,whole
桃園市,21.35,21.35,5148,109916.0,Maize,2012,whole
新竹縣,75.46,75.46,7400,558422.0,Maize,2012,whole
苗栗縣,190.00,190.00,7293,1385632.0,Maize,2012,whole
台中市,224.50,224.50,6057,1359869.0,Maize,2012,whole
彰化縣,262.79,262.79,7205,1893476.0,Maize,2012,whole
南投縣,225.22,224.82,7699,1730833.0,Maize,2012,whole
雲林縣,4751.98,4751.98,8674,41220344.0,Maize,2012,whole
嘉義縣,1141.14,1141.14,6112,6974142.0,Maize,2012,whole
台南市,1136.90,1136.90,7578,8615480.0,Maize,2012,whole
高雄市,618.25,618.15,6005,3712139.0,Maize,2012,whole
屏東縣,660.09,660.09,6228,4111108.0,Maize,2012,whole
台東縣,225.48,225.48,5402,1218092.0,Maize,2012,whole
花蓮縣,329.28,329.28,4733,1558613.0,Maize,2012,whole
澎湖縣,41.08,40.98,7180,294250.0,Maize,2012,whole
基隆市,0.55,0.55,6236,3430.0,Maize,2012,whole
新竹市,17.00,16.90,5109,86335.0,Maize,2012,whole
嘉義市,15.90,15.90,6390,101608.0,Maize,2012,whole
台北市,3.90,3.90,4241,16540.0,Maize,2012,whole
金門縣,1.44,1.44,6210,8942.0,Maize,2012,whole
新北市,2.12,2.12,3692,7827.0,Maize,2012,winter
宜蘭縣,3.56,3.56,4542,16168.0,Maize,2012,winter
桃園市,1.18,1.18,5746,6780.0,Maize,2012,winter
新竹縣,1.47,1.47,9333,13720.0,Maize,2012,winter
苗栗縣,14.61,14.61,7770,113523.0,Maize,2012,winter
台中市,60.24,60.24,6298,379390.0,Maize,2012,winter
彰化縣,120.17,120.17,7265,873003.0,Maize,2012,winter
南投縣,78.34,78.34,8128,636725.0,Maize,2012,winter
雲林縣,1485.87,1485.87,8776,13040728.0,Maize,2012,winter
嘉義縣,629.47,629.47,6074,3823193.0,Maize,2012,winter
台南市,769.16,769.16,7363,5663114.0,Maize,2012,winter
高雄市,309.10,309.00,6139,1897001.0,Maize,2012,winter
屏東縣,310.53,310.53,6246,1939581.0,Maize,2012,winter
台東縣,82.34,82.34,5442,448133.0,Maize,2012,winter
花蓮縣,104.80,104.80,4725,495146.0,Maize,2012,winter
新竹市,2.01,2.01,4623,9292.0,Maize,2012,winter
嘉義市,3.50,3.50,6000,21000.0,Maize,2012,winter
金門縣,0.17,0.17,6506,1106.0,Maize,2012,winter
新北市,54.91,54.91,3927,215616.0,Maize,2013,first
宜蘭縣,19.42,19.42,4706,91382.0,Maize,2013,first
桃園市,27.34,27.34,5035,137651.0,Maize,2013,first
新竹縣,83.65,83.65,6671,558015.0,Maize,2013,first
苗栗縣,146.68,146.68,7291,1069419.0,Maize,2013,first
台中市,90.45,90.45,6053,547524.0,Maize,2013,first
彰化縣,146.01,146.01,7265,1060749.0,Maize,2013,first
南投縣,91.02,91.02,7734,703973.0,Maize,2013,first
雲林縣,1785.91,1785.91,8854,15811786.0,Maize,2013,first
嘉義縣,385.64,385.64,6024,2323123.0,Maize,2013,first
台南市,289.37,289.37,8023,2321548.0,Maize,2013,first
高雄市,316.38,316.38,5922,1873542.0,Maize,2013,first
屏東縣,307.99,307.99,6141,1891380.0,Maize,2013,first
台東縣,73.43,73.43,5079,372949.0,Maize,2013,first
花蓮縣,191.47,191.47,4728,905251.0,Maize,2013,first
澎湖縣,40.54,40.54,7159,290211.0,Maize,2013,first
基隆市,0.27,0.27,3641,983.0,Maize,2013,first
新竹市,10.78,10.78,5461,58865.0,Maize,2013,first
嘉義市,30.50,30.50,6539,199430.0,Maize,2013,first
台北市,2.88,2.88,3934,11330.0,Maize,2013,first
金門縣,1.18,1.18,7547,8906.0,Maize,2013,first
新北市,25.81,25.81,3871,99917.0,Maize,2013,second
宜蘭縣,2.18,2.18,4369,9524.0,Maize,2013,second
桃園市,11.25,11.25,4594,51685.0,Maize,2013,second
新竹縣,17.12,17.12,7259,124271.0,Maize,2013,second
苗栗縣,89.27,89.27,7255,647665.0,Maize,2013,second
台中市,65.99,65.99,6170,407149.0,Maize,2013,second
彰化縣,102.44,102.44,6846,701341.0,Maize,2013,second
南投縣,74.15,74.15,8305,615808.0,Maize,2013,second
雲林縣,1835.79,1835.79,7629,14004568.0,Maize,2013,second
嘉義縣,402.32,402.32,5810,2337499.0,Maize,2013,second
台南市,535.90,535.90,7856,4210018.0,Maize,2013,second
高雄市,236.74,236.74,6043,1430722.0,Maize,2013,second
屏東縣,100.33,100.33,5420,543826.0,Maize,2013,second
台東縣,30.02,30.02,4806,144278.0,Maize,2013,second
花蓮縣,153.87,153.87,4606,708694.0,Maize,2013,second
新竹市,3.77,3.77,4688,17674.0,Maize,2013,second
嘉義市,5.75,5.75,6503,37395.0,Maize,2013,second
台北市,1.15,1.15,4100,4715.0,Maize,2013,second
金門縣,0.45,0.45,7280,3276.0,Maize,2013,second
新北市,85.63,85.63,3904,334297.0,Maize,2013,whole
宜蘭縣,23.26,23.26,4766,110857.0,Maize,2013,whole
桃園市,42.43,42.43,4957,210346.0,Maize,2013,whole
新竹縣,108.94,108.94,6842,745374.0,Maize,2013,whole
苗栗縣,253.21,253.21,7317,1852729.0,Maize,2013,whole
台中市,227.24,227.24,6107,1387848.0,Maize,2013,whole
彰化縣,516.42,516.42,7406,3824723.0,Maize,2013,whole
南投縣,255.66,255.66,7915,2023570.0,Maize,2013,whole
雲林縣,5507.64,5507.64,8408,46310965.0,Maize,2013,whole
嘉義縣,1526.27,1526.27,6125,9347660.0,Maize,2013,whole
台南市,1664.05,1664.05,7953,13234213.0,Maize,2013,whole
高雄市,978.13,978.13,5971,5839935.0,Maize,2013,whole
屏東縣,761.10,761.10,6057,4610162.0,Maize,2013,whole
台東縣,166.89,166.89,5432,906576.0,Maize,2013,whole
花蓮縣,444.46,444.46,4681,2080530.0,Maize,2013,whole
澎湖縣,40.54,40.54,7159,290211.0,Maize,2013,whole
基隆市,0.27,0.27,3641,983.0,Maize,2013,whole
新竹市,16.12,16.12,5178,83471.0,Maize,2013,whole
嘉義市,36.55,36.55,6528,238610.0,Maize,2013,whole
台北市,4.03,4.03,3981,16045.0,Maize,2013,whole
金門縣,2.19,2.19,7383,16169.0,Maize,2013,whole
新北市,4.91,4.91,3822,18764.0,Maize,2013,winter
宜蘭縣,1.66,1.66,5995,9951.0,Maize,2013,winter
桃園市,3.84,3.84,5471,21010.0,Maize,2013,winter
新竹縣,8.17,8.17,7722,63088.0,Maize,2013,winter
苗栗縣,17.26,17.26,7859,135645.0,Maize,2013,winter
台中市,70.80,70.80,6118,433175.0,Maize,2013,winter
彰化縣,267.97,267.97,7697,2062633.0,Maize,2013,winter
南投縣,90.49,90.49,7778,703789.0,Maize,2013,winter
雲林縣,1885.94,1885.94,8746,16494611.0,Maize,2013,winter
嘉義縣,738.31,738.31,6348,4687038.0,Maize,2013,winter
台南市,838.78,838.78,7991,6702647.0,Maize,2013,winter
高雄市,425.01,425.01,5966,2535671.0,Maize,2013,winter
屏東縣,352.78,352.78,6165,2174956.0,Maize,2013,winter
台東縣,63.44,63.44,6137,389349.0,Maize,2013,winter
花蓮縣,99.12,99.12,4707,466585.0,Maize,2013,winter
新竹市,1.57,1.57,4415,6932.0,Maize,2013,winter
嘉義市,0.30,0.30,5950,1785.0,Maize,2013,winter
金門縣,0.56,0.56,7120,3987.0,Maize,2013,winter
新北市,63.65,63.65,3893,247773.0,Maize,2014,first
宜蘭縣,22.09,22.09,4758,105110.0,Maize,2014,first
桃園市,29.75,29.75,5020,149344.0,Maize,2014,first
新竹縣,92.83,92.83,8190,760243.0,Maize,2014,first
苗栗縣,227.43,227.43,7555,1718129.0,Maize,2014,first
台中市,93.45,93.45,6271,586023.0,Maize,2014,first
彰化縣,166.37,166.37,7399,1231006.0,Maize,2014,first
