COUNTYNAME,RealPlantArea,HarvestArea,UnitYield,Yield,Crop,Year,Season
苗栗縣,4.14,4.14,36493,151079.0,Sugarcane,2018,whole
台中市,3.86,3.86,35934,138707.0,Sugarcane,2018,whole
彰化縣,37.66,37.26,82020,3056055.0,Sugarcane,2018,whole
南投縣,123.83,96.63,108975,10530301.0,Sugarcane,2018,whole
雲林縣,64.52,64.52,92401,5961738.0,Sugarcane,2018,whole
嘉義縣,203.39,203.39,50290,10228434.0,Sugarcane,2018,whole
台南市,101.04,101.04,63476,6413631.0,Sugarcane,2018,whole
高雄市,26.75,26.70,67011,1789197.0,Sugarcane,2018,whole
屏東縣,41.83,41.60,62607,2604433.0,Sugarcane,2018,whole
台東縣,18.86,18.86,86923,1639371.0,Sugarcane,2018,whole
花蓮縣,5.40,5.28,30560,161355.0,Sugarcane,2018,whole
嘉義市,2.10,2.10,51857,108900.0,Sugarcane,2018,whole
金門縣,0.04,0.04,15500,620.0,Sugarcane,2018,whole
新北市,1.69,1.47,17498,25722.0,Sugarcane,2018,winter
宜蘭縣,6.84,6.84,20708,141640.0,Sugarcane,2018,winter
桃園市,0.60,0.60,15283,9170.0,Sugarcane,2018,winter
新竹縣,5.93,5.93,27411,162550.0,Sugarcane,2018,winter
苗栗縣,4.15,4.15,38856,161252.0,Sugarcane,2018,winter
台中市,3.76,3.76,36152,135930.0,Sugarcane,2018,winter
彰化縣,40.10,40.10,83008,3328620.0,Sugarcane,2018,winter
南投縣,86.23,86.23,107565,9275346.0,Sugarcane,2018,winter
雲林縣,99.87,99.87,93099,9297774.0,Sugarcane,2018,winter
嘉義縣,186.10,186.10,53392,9936212.0,Sugarcane,2018,winter
台南市,110.19,110.19,63467,6993404.0,Sugarcane,2018,winter
高雄市,27.87,27.82,66275,1843765.0,Sugarcane,2018,winter
屏東縣,42.27,41.97,60487,2538622.0,Sugarcane,2018,winter
台東縣,20.65,20.65,93584,1932516.0,Sugarcane,2018,winter
花蓮縣,5.08,5.08,31150,158240.0,Sugarcane,2018,winter
嘉義市,2.37,2.37,51987,123210.0,Sugarcane,2018,winter
金門縣,0.04,0.04,17550,702.0,Sugarcane,2018,winter
新北市,2.25,1.75,16873,29527.0,Sugarcane,2019,first
宜蘭縣,6.82,6.82,17292,117933.0,Sugarcane,2019,first
桃園市,1.77,0.76,14053,10680.0,Sugarcane,2019,first
新竹縣,6.14,6.14,29006,178095.0,Sugarcane,2019,first
苗栗縣,4.25,4.25,37578,159705.0,Sugarcane,2019,first
台中市,3.99,3.99,35210,140487.0,Sugarcane,2019,first
彰化縣,35.57,34.17,73387,2507634.0,Sugarcane,2019,first
南投縣,122.12,122.12,105677,12905246.0,Sugarcane,2019,first
雲林縣,70.16,70.16,93310,6546620.0,Sugarcane,2019,first
嘉義縣,170.67,170.67,48976,8358719.0,Sugarcane,2019,first
台南市,96.87,96.87,64263,6225176.0,Sugarcane,2019,first
高雄市,25.32,25.23,65766,1659274.0,Sugarcane,2019,first
屏東縣,33.64,33.64,61403,2065608.0,Sugarcane,2019,first
台東縣,18.41,18.41,92095,1695461.0,Sugarcane,2019,first
花蓮縣,6.09,6.09,30084,183210.0,Sugarcane,2019,first
嘉義市,2.25,2.25,60396,135890.0,Sugarcane,2019,first
金門縣,0.04,0.04,15500,620.0,Sugarcane,2019,first
新北市,2.33,1.82,17130,31176.0,Sugarcane,2019,second
宜蘭縣,6.08,6.08,16716,101633.0,Sugarcane,2019,second
桃園市,1.29,1.28,14168,18135.0,Sugarcane,2019,second
新竹縣,6.23,6.23,28371,176750.0,Sugarcane,2019,second
苗栗縣,3.95,3.95,34253,135299.0,Sugarcane,2019,second
台中市,3.89,3.89,34666,134850.0,Sugarcane,2019,second
彰化縣,50.20,49.00,81613,3999037.0,Sugarcane,2019,second
南投縣,127.31,126.71,106673,13516522.0,Sugarcane,2019,second
雲林縣,68.86,68.86,91867,6325938.0,Sugarcane,2019,second
嘉義縣,196.58,113.48,54459,6179977.0,Sugarcane,2019,second
台南市,100.16,100.16,64214,6431704.0,Sugarcane,2019,second
高雄市,24.69,24.69,66235,1635331.0,Sugarcane,2019,second
屏東縣,33.53,33.53,61613,2065870.0,Sugarcane,2019,second
台東縣,20.09,20.09,87665,1761189.0,Sugarcane,2019,second
花蓮縣,6.13,6.13,28432,174290.0,Sugarcane,2019,second
嘉義市,1.50,1.50,59693,89540.0,Sugarcane,2019,second
金門縣,0.04,0.04,11275,451.0,Sugarcane,2019,second
新北市,2.33,1.82,17130,31176.0,Sugarcane,2019,whole
宜蘭縣,6.08,6.08,16716,101633.0,Sugarcane,2019,whole
桃園市,1.29,1.28,14168,18135.0,Sugarcane,2019,whole
新竹縣,6.23,6.23,28371,176750.0,Sugarcane,2019,whole
苗栗縣,3.95,3.95,34253,135299.0,Sugarcane,2019,whole
台中市,3.89,3.89,34666,134850.0,Sugarcane,2019,whole
彰化縣,50.20,49.00,81613,3999037.0,Sugarcane,2019,whole
南投縣,127.31,126.71,106673,13516522.0,Sugarcane,2019,whole
雲林縣,68.86,68.86,91867,6325938.0,Sugarcane,2019,whole
嘉義縣,196.58,113.48,54459,6179977.0,Sugarcane,2019,whole
台南市,100.16,100.16,64214,6431704.0,Sugarcane,2019,whole
高雄市,24.69,24.69,66235,1635331.0,Sugarcane,2019,whole
屏東縣,33.53,33.53,61613,2065870.0,Sugarcane,2019,whole
台東縣,20.09,20.09,87665,1761189.0,Sugarcane,2019,whole
花蓮縣,6.13,6.13,28432,174290.0,Sugarcane,2019,whole
嘉義市,1.50,1.50,59693,89540.0,Sugarcane,2019,whole
金門縣,0.04,0.04,11275,451.0,Sugarcane,2019,whole
新北市,2.13,1.71,17153,29332.0,Sugarcane,2019,winter
宜蘭縣,6.48,6.48,17558,113775.0,Sugarcane,2019,winter
桃園市,0.56,0.56,15304,8570.0,Sugarcane,2019,winter
新竹縣,6.34,6.34,27634,175200.0,Sugarcane,2019,winter
苗栗縣,4.15,4.15,38148,158315.0,Sugarcane,2019,winter
台中市,3.90,3.90,35174,137179.0,Sugarcane,2019,winter
彰化縣,38.89,38.29,81036,3102870.0,Sugarcane,2019,winter
南投縣,101.98,101.98,110037,11221572.0,Sugarcane,2019,winter
雲林縣,80.03,80.03,87442,6997951.0,Sugarcane,2019,winter
嘉義縣,190.35,190.35,51965,9891567.0,Sugarcane,2019,winter
台南市,105.59,105.59,68206,7201838.0,Sugarcane,2019,winter
高雄市,25.66,25.66,65887,1690673.0,Sugarcane,2019,winter
屏東縣,36.37,36.37,61514,2237270.0,Sugarcane,2019,winter
台東縣,20.94,20.94,86326,1807664.0,Sugarcane,2019,winter
花蓮縣,5.38,5.38,31645,170250.0,Sugarcane,2019,winter
嘉義市,2.20,2.20,60364,132800.0,Sugarcane,2019,winter
金門縣,0.04,0.04,16275,651.0,Sugarcane,2019,winter
新北市,2.60,1.93,17355,33496.0,Sugarcane,2020,first
宜蘭縣,5.59,5.59,17019,95135.0,Sugarcane,2020,first
桃園市,1.64,1.36,14583,19833.0,Sugarcane,2020,first
新竹縣,3.14,3.14,23326,73245.0,Sugarcane,2020,first
苗栗縣,3.64,3.64,34422,125297.0,Sugarcane,2020,first
台中市,3.39,3.39,35241,119466.0,Sugarcane,2020,first
彰化縣,37.33,37.33,74642,2786378.0,Sugarcane,2020,first
南投縣,118.88,118.73,107543,12768600.0,Sugarcane,2020,first
雲林縣,63.82,63.82,93919,5993903.0,Sugarcane,2020,first
嘉義縣,162.43,109.43,55516,6075092.0,Sugarcane,2020,first
台南市,97.54,97.54,64641,6305101.0,Sugarcane,2020,first
高雄市,26.31,26.31,65935,1734748.0,Sugarcane,2020,first
屏東縣,33.37,33.37,62824,2096421.0,Sugarcane,2020,first
台東縣,18.22,18.22,92217,1680202.0,Sugarcane,2020,first
花蓮縣,6.80,6.26,28171,176350.0,Sugarcane,2020,first
嘉義市,1.45,1.45,59190,85825.0,Sugarcane,2020,first
金門縣,0.04,0.04,14425,577.0,Sugarcane,2020,first
新北市,2.61,1.94,17369,33696.0,Sugarcane,2020,second
宜蘭縣,4.29,3.59,17467,62705.0,Sugarcane,2020,second
桃園市,1.23,1.23,14259,17538.0,Sugarcane,2020,second
新竹縣,3.15,3.15,20302,63950.0,Sugarcane,2020,second
苗栗縣,3.74,3.74,35938,134409.0,Sugarcane,2020,second
台中市,3.21,3.21,32296,103669.0,Sugarcane,2020,second
彰化縣,43.62,43.62,80297,3502569.0,Sugarcane,2020,second
南投縣,101.09,100.94,108898,10992170.0,Sugarcane,2020,second
雲林縣,67.06,67.06,92080,6174868.0,Sugarcane,2020,second
嘉義縣,146.38,93.38,56923,5315507.0,Sugarcane,2020,second
台南市,95.33,95.33,64302,6129885.0,Sugarcane,2020,second
高雄市,26.04,25.93,66101,1713988.0,Sugarcane,2020,second
屏東縣,36.15,33.35,61958,2066294.0,Sugarcane,2020,second
台東縣,15.84,15.84,88182,1396803.0,Sugarcane,2020,second
花蓮縣,7.29,6.75,27523,185782.0,Sugarcane,2020,second
基隆市,0.01,0.01,17100,171.0,Sugarcane,2020,second
嘉義市,1.45,1.45,59190,85825.0,Sugarcane,2020,second
金門縣,0.04,0.04,16275,651.0,Sugarcane,2020,second
新北市,2.61,1.94,17369,33696.0,Sugarcane,2020,whole
宜蘭縣,4.29,3.59,17467,62705.0,Sugarcane,2020,whole
桃園市,1.23,1.23,14259,17538.0,Sugarcane,2020,whole
新竹縣,3.15,3.15,20302,63950.0,Sugarcane,2020,whole
苗栗縣,3.74,3.74,35938,134409.0,Sugarcane,2020,whole
台中市,3.21,3.21,32296,103669.0,Sugarcane,2020,whole
彰化縣,43.62,43.62,80297,3502569.0,Sugarcane,2020,whole
南投縣,101.09,100.94,108898,10992170.0,Sugarcane,2020,whole
雲林縣,67.06,67.06,92080,6174868.0,Sugarcane,2020,whole
嘉義縣,146.38,93.38,56923,5315507.0,Sugarcane,2020,whole
台南市,95.33,95.33,64302,6129885.0,Sugarcane,2020,whole
高雄市,26.04,25.93,66101,1713988.0,Sugarcane,2020,whole
屏東縣,36.15,33.35,61958,2066294.0,Sugarcane,2020,whole
台東縣,15.84,15.84,88182,1396803.0,Sugarcane,2020,whole
花蓮縣,7.29,6.75,27523,185782.0,Sugarcane,2020,whole
基隆市,0.01,0.01,17100,171.0,Sugarcane,2020,whole
嘉義市,1.45,1.45,59190,85825.0,Sugarcane,2020,whole
金門縣,0.04,0.04,16275,651.0,Sugarcane,2020,whole
新北市,2.60,1.93,17355,33496.0,Sugarcane,2020,winter
宜蘭縣,5.52,5.52,17280,95385.0,Sugarcane,2020,winter
桃園市,1.38,1.10,14650,16115.0,Sugarcane,2020,winter
新竹縣,3.08,3.08,20179,62150.0,Sugarcane,2020,winter
苗栗縣,3.92,3.92,36971,144925.0,Sugarcane,2020,winter
台中市,3.30,3.30,30854,101819.0,Sugarcane,2020,winter
彰化縣,36.81,36.81,81886,3014220.0,Sugarcane,2020,winter
南投縣,122.26,122.26,108023,13206835.0,Sugarcane,2020,winter
雲林縣,59.57,59.57,91908,5474983.0,Sugarcane,2020,winter
嘉義縣,186.73,103.63,55432,5744371.0,Sugarcane,2020,winter
台南市,98.46,98.46,70191,6910978.0,Sugarcane,2020,winter
高雄市,26.74,26.74,65825,1760150.0,Sugarcane,2020,winter
屏東縣,31.56,31.56,61956,1955329.0,Sugarcane,2020,winter
台東縣,18.51,18.51,88409,1636454.0,Sugarcane,2020,winter
花蓮縣,6.62,6.62,29997,198580.0,Sugarcane,2020,winter
嘉義市,1.60,1.60,59562,95300.0,Sugarcane,2020,winter
金門縣,0.04,0.04,16275,651.0,Sugarcane,2020,winter
新北市,2.51,2.01,17020,34211.0,Sugarcane,2021,first
宜蘭縣,4.17,4.17,18178,75801.0,Sugarcane,2021,first
桃園市,1.24,1.14,14122,16099.0,Sugarcane,2021,first
新竹縣,2.47,2.47,21923,54150.0,Sugarcane,2021,first
苗栗縣,3.85,3.85,36966,142321.0,Sugarcane,2021,first
台中市,2.98,2.98,31304,93287.0,Sugarcane,2021,first
彰化縣,23.12,23.12,73958,1709900.0,Sugarcane,2021,first
南投縣,89.22,89.22,110841,9889234.0,Sugarcane,2021,first
雲林縣,77.19,77.19,98929,7636347.0,Sugarcane,2021,first
嘉義縣,166.84,166.14,55929,9292021.0,Sugarcane,2021,first
台南市,93.65,93.65,64734,6062333.0,Sugarcane,2021,first
高雄市,26.84,26.64,66718,1777371.0,Sugarcane,2021,first
屏東縣,33.71,29.72,62095,1845452.0,Sugarcane,2021,first
台東縣,15.39,15.39,92212,1419143.0,Sugarcane,2021,first
花蓮縣,6.79,6.78,27624,187290.0,Sugarcane,2021,first
嘉義市,1.39,1.39,59759,83065.0,Sugarcane,2021,first
金門縣,0.04,0.04,15250,610.0,Sugarcane,2021,first
新北市,2.68,2.13,16769,35717.0,Sugarcane,2021,second
宜蘭縣,4.13,4.13,18150,74961.0,Sugarcane,2021,second
桃園市,1.39,1.23,13683,16830.0,Sugarcane,2021,second
新竹縣,3.55,3.55,18887,67050.0,Sugarcane,2021,second
苗栗縣,3.85,3.85,37064,142695.0,Sugarcane,2021,second
台中市,3.23,3.23,31789,102679.0,Sugarcane,2021,second
彰化縣,30.56,30.56,78345,2394230.0,Sugarcane,2021,second
南投縣,89.02,89.02,108793,9684748.0,Sugarcane,2021,second
雲林縣,67.03,67.03,92234,6182448.0,Sugarcane,2021,second
嘉義縣,171.07,170.07,53875,9162480.0,Sugarcane,2021,second
台南市,81.01,81.01,63889,5175686.0,Sugarcane,2021,second
高雄市,27.72,27.52,65982,1815817.0,Sugarcane,2021,second
屏東縣,36.64,31.72,60233,1910589.0,Sugarcane,2021,second
台東縣,15.02,15.02,85797,1288664.0,Sugarcane,2021,second
花蓮縣,5.57,5.56,25882,143902.0,Sugarcane,2021,second
嘉義市,1.54,1.54,59636,91840.0,Sugarcane,2021,second
金門縣,0.04,0.04,14600,584.0,Sugarcane,2021,second
新北市,2.68,2.13,16769,35717.0,Sugarcane,2021,whole
宜蘭縣,4.13,4.13,18150,74961.0,Sugarcane,2021,whole
桃園市,1.39,1.23,13683,16830.0,Sugarcane,2021,whole
新竹縣,3.55,3.55,18887,67050.0,Sugarcane,2021,whole
苗栗縣,3.85,3.85,37064,142695.0,Sugarcane,2021,whole
台中市,3.23,3.23,31789,102679.0,Sugarcane,2021,whole
彰化縣,30.56,30.56,78345,2394230.0,Sugarcane,2021,whole
南投縣,89.02,89.02,108793,9684748.0,Sugarcane,2021,whole
雲林縣,67.03,67.03,92234,6182448.0,Sugarcane,2021,whole
嘉義縣,171.07,170.07,53875,9162480.0,Sugarcane,2021,whole
台南市,81.01,81.01,63889,5175686.0,Sugarcane,2021,whole
高雄市,27.72,27.52,65982,1815817.0,Sugarcane,2021,whole
屏東縣,36.64,31.72,60233,1910589.0,Sugarcane,2021,whole
台東縣,15.02,15.02,85797,1288664.0,Sugarcane,2021,whole
花蓮縣,5.57,5.56,25882,143902.0,Sugarcane,2021,whole
嘉義市,1.54,1.54,59636,91840.0,Sugarcane,2021,whole
金門縣,0.04,0.04,14600,584.0,Sugarcane,2021,whole
新北市,2.45,1.92,17339,33291.0,Sugarcane,2021,winter
宜蘭縣,4.48,4.48,19540,87541.0,Sugarcane,2021,winter
桃園市,1.24,1.24,14379,17830.0,Sugarcane,2021,winter
新竹縣,2.58,2.58,18527,47800.0,Sugarcane,2021,winter
苗栗縣,3.85,3.85,35267,135779.0,Sugarcane,2021,winter
台中市,3.06,3.06,28504,87221.0,Sugarcane,2021,winter
彰化縣,32.05,32.05,76801,2461470.0,Sugarcane,2021,winter
南投縣,85.22,85.22,111519,9503610.0,Sugarcane,2021,winter
雲林縣,70.47,70.47,92301,6504424.0,Sugarcane,2021,winter
嘉義縣,198.79,198.79,53774,10689709.0,Sugarcane,2021,winter
台南市,99.10,99.10,64991,6440653.0,Sugarcane,2021,winter
高雄市,25.83,25.83,66892,1727816.0,Sugarcane,2021,winter
屏東縣,37.50,33.88,61813,2094224.0,Sugarcane,2021,winter
台東縣,16.69,16.69,89564,1494823.0,Sugarcane,2021,winter
花蓮縣,7.11,7.11,29121,207050.0,Sugarcane,2021,winter
基隆市,0.01,0.01,16700,167.0,Sugarcane,2021,winter
嘉義市,1.45,1.45,59052,85625.0,Sugarcane,2021,winter
金門縣,0.04,0.04,15150,606.0,Sugarcane,2021,winter
新北市,2.60,2.05,16644,34121.0,Sugarcane,2022,first
宜蘭縣,3.67,3.67,18162,66653.0,Sugarcane,2022,first
桃園市,1.38,1.27,13382,16995.0,Sugarcane,2022,first
新竹縣,4.39,4.39,21577,94725.0,Sugarcane,2022,first
苗栗縣,3.85,3.85,35233,135646.0,Sugarcane,2022,first
台中市,3.67,3.67,30563,112168.0,Sugarcane,2022,first
彰化縣,25.16,25.16,75374,1896400.0,Sugarcane,2022,first
南投縣,113.16,111.86,109736,12275060.0,Sugarcane,2022,first
雲林縣,101.32,101.32,97729,9901877.0,Sugarcane,2022,first
嘉義縣,105.93,104.93,50776,5327941.0,Sugarcane,2022,first
台南市,71.00,71.00,65624,4659292.0,Sugarcane,2022,first
高雄市,25.62,25.31,66293,1677864.0,Sugarcane,2022,first
屏東縣,40.40,34.12,62837,2143988.0,Sugarcane,2022,first
台東縣,9.20,9.20,87403,804111.0,Sugarcane,2022,first
花蓮縣,5.85,5.30,26906,142600.0,Sugarcane,2022,first
基隆市,0.01,0.01,17000,170.0,Sugarcane,2022,first
嘉義市,1.44,1.44,59715,85990.0,Sugarcane,2022,first
金門縣,0.04,0.04,7155,286.0,Sugarcane,2022,first
新北市,2.65,2.05,16679,34192.0,Sugarcane,2022,second
宜蘭縣,3.62,3.62,17983,65097.0,Sugarcane,2022,second
桃園市,1.37,1.26,13416,16904.0,Sugarcane,2022,second
新竹縣,4.47,4.47,17991,80420.0,Sugarcane,2022,second
苗栗縣,3.50,3.50,35560,124460.0,Sugarcane,2022,second
台中市,3.80,3.80,31007,117827.0,Sugarcane,2022,second
彰化縣,22.22,22.22,75983,1688340.0,Sugarcane,2022,second
南投縣,124.20,121.88,110703,13492477.0,Sugarcane,2022,second
雲林縣,81.26,81.26,91990,7475082.0,Sugarcane,2022,second
嘉義縣,140.32,139.32,51768,7212340.0,Sugarcane,2022,second
台南市,69.97,69.97,64810,4534786.0,Sugarcane,2022,second
高雄市,26.25,25.94,66734,1731082.0,Sugarcane,2022,second
屏東縣,41.57,29.44,62237,1832243.0,Sugarcane,2022,second
台東縣,12.10,12.10,85831,1038559.0,Sugarcane,2022,second
花蓮縣,4.53,3.88,26756,103812.0,Sugarcane,2022,second
基隆市,0.01,0.01,17000,170.0,Sugarcane,2022,second
嘉義市,1.44,1.44,59715,85990.0,Sugarcane,2022,second
金門縣,0.04,0.04,7155,286.0,Sugarcane,2022,second
新北市,2.65,2.05,16679,34192.0,Sugarcane,2022,whole
宜蘭縣,3.62,3.62,17983,65097.0,Sugarcane,2022,whole
桃園市,1.37,1.26,13416,16904.0,Sugarcane,2022,whole
新竹縣,4.47,4.47,17991,80420.0,Sugarcane,2022,whole
苗栗縣,3.50,3.50,35560,124460.0,Sugarcane,2022,whole
台中市,3.80,3.80,31007,117827.0,Sugarcane,2022,whole
彰化縣,22.22,22.22,75983,1688340.0,Sugarcane,2022,whole
南投縣,124.20,121.88,110703,13492477.0,Sugarcane,2022,whole
雲林縣,81.26,81.26,91990,7475082.0,Sugarcane,2022,whole
嘉義縣,140.32,139.32,51768,7212340.0,Sugarcane,2022,whole
台南市,69.97,69.97,64810,4534786.0,Sugarcane,2022,whole
高雄市,26.25,25.94,66734,1731082.0,Sugarcane,2022,whole
屏東縣,41.57,29.44,62237,1832243.0,Sugarcane,2022,whole
台東縣,12.10,12.10,85831,1038559.0,Sugarcane,2022,whole
花蓮縣,4.53,3.88,26756,103812.0,Sugarcane,2022,whole
基隆市,0.01,0.01,17000,170.0,Sugarcane,2022,whole
嘉義市,1.44,1.44,59715,85990.0,Sugarcane,2022,whole
金門縣,0.04,0.04,7155,286.0,Sugarcane,2022,whole
新北市,2.59,2.04,16628,33921.0,Sugarcane,2022,winter
宜蘭縣,4.20,4.20,19420,81563.0,Sugarcane,2022,winter
桃園市,1.44,1.34,13839,18544.0,Sugarcane,2022,winter
新竹縣,3.62,3.62,19470,70480.0,Sugarcane,2022,winter
苗栗縣,3.85,3.85,35450,136482.0,Sugarcane,2022,winter
台中市,3.47,3.47,28687,99545.0,Sugarcane,2022,winter
彰化縣,19.57,19.57,74348,1454990.0,Sugarcane,2022,winter
南投縣,90.19,89.89,111813,10050900.0,Sugarcane,2022,winter
雲林縣,71.80,71.80,92772,6661056.0,Sugarcane,2022,winter
嘉義縣,170.23,139.13,54313,7556511.0,Sugarcane,2022,winter
台南市,68.10,68.10,65194,4439704.0,Sugarcane,2022,winter
高雄市,28.64,28.33,65938,1868030.0,Sugarcane,2022,winter
屏東縣,35.04,31.89,60057,1915225.0,Sugarcane,2022,winter
台東縣,17.59,17.59,90237,1587265.0,Sugarcane,2022,winter
花蓮縣,4.79,4.39,29118,127830.0,Sugarcane,2022,winter
嘉義市,1.44,1.44,59896,86250.0,Sugarcane,2022,winter
金門縣,0.04,0.04,12225,489.0,Sugarcane,2022,winter
宜蘭縣,1.86,1.86,27194,50580.0,Sugarcane,1997,first
桃園市,3.22,3.22,14860,47850.0,Sugarcane,1997,first
新竹縣,6.41,6.41,25440,163070.0,Sugarcane,1997,first
苗栗縣,7.50,7.50,57936,434520.0,Sugarcane,1997,first
台中市,21.19,19.09,62362,1190500.0,Sugarcane,1997,first
彰化縣,335.67,335.67,81540,27370550.0,Sugarcane,1997,first
南投縣,649.30,647.90,93429,60532500.0,Sugarcane,1997,first
雲林縣,436.71,436.71,94720,41365020.0,Sugarcane,1997,first
嘉義縣,49.00,49.00,66690,3267800.0,Sugarcane,1997,first
台南市,133.00,133.00,72356,9623300.0,Sugarcane,1997,first
高雄市,629.97,629.92,111692,70357200.0,Sugarcane,1997,first
屏東縣,108.22,108.22,77997,8440810.0,Sugarcane,1997,first
台東縣,273.63,206.60,100263,20714246.0,Sugarcane,1997,first
花蓮縣,14.00,14.00,52718,738050.0,Sugarcane,1997,first
新竹市,0.51,0.51,20000,10200.0,Sugarcane,1997,first
嘉義市,5.00,5.00,60000,300000.0,Sugarcane,1997,first
宜蘭縣,1.16,1.16,22586,26200.0,Sugarcane,1997,second
桃園市,3.22,3.22,17798,57310.0,Sugarcane,1997,second
新竹縣,8.19,8.19,31280,256180.0,Sugarcane,1997,second
苗栗縣,8.53,8.28,55983,463540.0,Sugarcane,1997,second
台中市,27.94,27.94,55768,1558160.0,Sugarcane,1997,second
彰化縣,307.52,307.52,81770,25145910.0,Sugarcane,1997,second
南投縣,609.90,609.60,98261,59900200.0,Sugarcane,1997,second
雲林縣,489.87,436.37,92816,40502180.0,Sugarcane,1997,second
嘉義縣,54.10,54.10,71364,3860800.0,Sugarcane,1997,second
台南市,134.70,133.00,70736,9407900.0,Sugarcane,1997,second
高雄市,424.76,424.56,78758,33437690.0,Sugarcane,1997,second
屏東縣,114.69,114.69,85885,9850160.0,Sugarcane,1997,second
台東縣,287.25,287.25,85765,24635946.0,Sugarcane,1997,second
花蓮縣,14.70,13.60,45864,623750.0,Sugarcane,1997,second
新竹市,0.51,0.51,20000,10200.0,Sugarcane,1997,second
嘉義市,5.00,5.00,65000,325000.0,Sugarcane,1997,second
宜蘭縣,1.16,1.16,22586,26200.0,Sugarcane,1997,whole
桃園市,3.22,3.22,17798,57310.0,Sugarcane,1997,whole
新竹縣,8.19,8.19,31280,256180.0,Sugarcane,1997,whole
苗栗縣,8.53,8.28,55983,463540.0,Sugarcane,1997,whole
台中市,27.94,27.94,55768,1558160.0,Sugarcane,1997,whole
彰化縣,307.52,307.52,81770,25145910.0,Sugarcane,1997,whole
南投縣,609.90,609.60,98261,59900200.0,Sugarcane,1997,whole
雲林縣,489.87,436.37,92816,40502180.0,Sugarcane,1997,whole
嘉義縣,54.10,54.10,71364,3860800.0,Sugarcane,1997,whole
台南市,134.70,133.00,70736,9407900.0,Sugarcane,1997,whole
高雄市,424.76,424.56,78758,33437690.0,Sugarcane,1997,whole
屏東縣,114.69,114.69,85885,9850160.0,Sugarcane,1997,whole
台東縣,287.25,287.25,85765,24635946.0,Sugarcane,1997,whole
花蓮縣,14.70,13.60,45864,623750.0,Sugarcane,1997,whole
新竹市,0.51,0.51,20000,10200.0,Sugarcane,1997,whole
嘉義市,5.00,5.00,65000,325000.0,Sugarcane,1997,whole
宜蘭縣,1.81,1.81,27448,49680.0,Sugarcane,1997,winter
桃園市,2.70,2.70,20593,55600.0,Sugarcane,1997,winter
新竹縣,3.04,3.04,31911,97010.0,Sugarcane,1997,winter
苗栗縣,9.61,9.61,57761,555080.0,Sugarcane,1997,winter
台中市,12.12,8.49,60896,517010.0,Sugarcane,1997,winter
彰化縣,315.86,315.86,81219,25653970.0,Sugarcane,1997,winter
南投縣,480.55,479.95,95444,45808450.0,Sugarcane,1997,winter
雲林縣,424.40,424.40,93974,39882750.0,Sugarcane,1997,winter
嘉義縣,62.00,62.00,61897,3837600.0,Sugarcane,1997,winter
台南市,133.80,131.90,73638,9712900.0,Sugarcane,1997,winter
高雄市,157.23,157.23,89936,14140700.0,Sugarcane,1997,winter
屏東縣,129.70,129.70,78171,10138750.0,Sugarcane,1997,winter
台東縣,273.60,206.51,100594,20773758.0,Sugarcane,1997,winter
花蓮縣,19.40,19.40,64023,1242050.0,Sugarcane,1997,winter
新竹市,0.51,0.51,20000,10200.0,Sugarcane,1997,winter
嘉義市,5.00,5.00,72000,360000.0,Sugarcane,1997,winter
新北市,1.00,1.00,20000,20000.0,Sugarcane,1998,first
宜蘭縣,2.53,2.53,25000,63250.0,Sugarcane,1998,first
桃園市,2.48,1.99,15121,30090.0,Sugarcane,1998,first
新竹縣,5.42,5.42,20315,110110.0,Sugarcane,1998,first
苗栗縣,12.51,12.51,52908,661880.0,Sugarcane,1998,first
台中市,36.94,36.13,60077,2170590.0,Sugarcane,1998,first
彰化縣,304.65,304.65,84272,25673450.0,Sugarcane,1998,first
南投縣,540.70,540.70,99529,53815300.0,Sugarcane,1998,first
雲林縣,393.89,393.89,93026,36641920.0,Sugarcane,1998,first
嘉義縣,49.40,49.40,69781,3447200.0,Sugarcane,1998,first
台南市,126.40,126.40,71408,9026000.0,Sugarcane,1998,first
高雄市,562.24,561.24,97803,54890740.0,Sugarcane,1998,first
屏東縣,113.50,113.50,78334,8890910.0,Sugarcane,1998,first
台東縣,303.48,201.72,110949,22380595.0,Sugarcane,1998,first
花蓮縣,10.46,10.46,64958,679460.0,Sugarcane,1998,first
新竹市,0.51,0.51,20882,10650.0,Sugarcane,1998,first
嘉義市,5.00,5.00,75000,375000.0,Sugarcane,1998,first
新北市,1.00,1.00,20000,20000.0,Sugarcane,1998,second
宜蘭縣,2.53,2.53,20455,51750.0,Sugarcane,1998,second
桃園市,2.48,1.99,15121,30090.0,Sugarcane,1998,second
新竹縣,5.94,5.94,27279,162040.0,Sugarcane,1998,second
苗栗縣,11.36,10.96,52635,576880.0,Sugarcane,1998,second
台中市,38.10,35.79,55020,1969170.0,Sugarcane,1998,second
彰化縣,333.34,332.94,69625,23180930.0,Sugarcane,1998,second
南投縣,395.30,392.10,97291,38147800.0,Sugarcane,1998,second
雲林縣,413.39,407.14,94302,38393980.0,Sugarcane,1998,second
嘉義縣,48.30,48.30,68277,3297800.0,Sugarcane,1998,second
台南市,130.30,128.00,66216,8475700.0,Sugarcane,1998,second
高雄市,548.86,548.86,89343,49036600.0,Sugarcane,1998,second
屏東縣,121.27,121.27,77899,9446820.0,Sugarcane,1998,second
台東縣,311.36,298.89,109432,32708238.0,Sugarcane,1998,second
